AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isKEorHEAT,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,1,0.6,1,30mm,,0.57,,,82932,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,Bushmaster II,1.6,11.5,,,37.5,2,1.4,15,1,1,0.3,15,60,Autocannon
,3,0.5,1,Infrared,,0.57,,,83452,,true,,true,,,,,,,,2275,1820,,,,,,,1000,10,5000,1000,Strela-3,2,105,,,210,1,4,1,4,1,0.5,35,120,SAM
,1,0.5,1,30mm Radar,,0.11,,,81233,,,,,,true,,,,,1050,2800,2625,1050,,,,,,,,,3461.54,Twin 2A38M,5.2,11.5,,,72.5,30,5,500,0.2,1,0.35,500,120,Twin Autocannon
,3,0.4,1.4,90mm,,0.29,,,82840,,,,,,,,,,,1750,,,1750,,,,,,,,,2692.31,M41,1.9,34,,,112.5,1,7.5,1,1,1,0.05,15,104,Main Gun
,1,0.45,0.6,5.45mm,,0.57,,,86248,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,kbk Tantal,1.545,2.5,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,1,0.5,0.4,30mm,,0.11,,,89593,,,,,,,,,,,1400,3500,3500,1400,,,,,,,,,3461.54,Dual Emerlec 30,5.2,11.5,,,150,15,6,150,1,1,0.5,75,120,Naval Auto-cannon
,1,0.25,3,51mm,,0.57,,,81700,,,,,,,,,,,2450,,,2450,,245,,,245,,,,2307.69,FIROS-6,1.466667,21,,,69,8,6,8,0.2,2,,40,118,Rocket Pod
,7,,10,155mm,,0.06,140,140,83178,,,,,,,,,,,41300,,,41300,,4130,,,4130,,,,1057.69,L47,2.03,155,,,310,5,30,5,6,1,,421,357,Howitzer
20,1,0.6,2,SACLOS,,0.97,,,84622,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,I-TOW,2,5,,,400,2,10,2,1,1,0.4,300,150,ATGM
23,1,0.55,1,125mm,,0.29,,,88190,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,28,7.5,28,7.5,1,0.45,700,144,Main Gun
,1,0.3,0.6,9mm PB,,0.57,,,84739,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,vz.25,1.9,3.5,,,10,6,3,60,1.5,1,0.3,6,30,SMG
,1,0.45,0.6,7.62mm,,0.57,,,86142,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Type 68,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,5,0.6,1,Infrared,,0.57,,,86484,,true,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,QW-2,2,175,,,350,4,20,4,2,1,0.6,270,200,SAM
,7,,10,128mm,1,0.06,420,105,85770,,,,,,,,,,,12250,,,12250,,2450,,,2450,,,,1057.69,M-94 Plamen-S,1.85,77,,,381,16,64,16,0.2,1,,384,312,MLRS
13,1,0.5,1,120mm,,0.29,,,83081,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L11A5,2.2,2.5,,,300,1,8.5,1,1,1,0.2,25,138,Main Gun
26,1,0.7,1,SALH,,1.72,,,89986,,true,HEAT,true,,,,,,,2800,,,2800,,175,,,175,700,1.2,1400,700,AGM-114C Hellfire,2,5,,,400,2,4,2,0.6,1,0.5,728,150,ATGM
16,1,0.6,1,105mm,,0.29,,,84238,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,KM68A1,2.05,2.5,,,262.5,1,6.6,1,1,1,0.5,20,121,Main Gun
,7,,10,155mm,,0.06,140,140,85029,,,,,,,,,,,23800,,,23800,,2380,,,2380,,,,1057.69,M284,2.03,155,,,310,5,30,5,7,1,,421,357,Howitzer
2,1,0.5,0.2,30mm,,0.57,,,90536,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Twin M230,1.6,11.5,,,37.5,4,0.8,30,0.4,1,0.05,30,60,Twin Autocannon
,1,0.35,1,25mm,,0.11,,,87356,,,,,,,,,,,1050,2450,1750,1050,,,,,,,,,3461.54,Quad KBA 25 mm,5,9,,,69,83,15,1000,0.3,1,0.35,830,100,Quad Autocannon
,3,0.25,1,76mm,,0.29,,,89683,,,,,,,,,,,3150,2100,1400,3150,,,,,,,,,2692.31,AK-176,1.76,57,,,95,30,20,30,0.4,1,0.25,450,44,Naval Gun
,1,0.4,0.4,30mm,,1.15,,,91643,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,Twin DEFA 553,1.6,11.5,,,37.5,10,1,50,0.2,1,0.4,50,60,Autocannon
,6,0.5,0.2,SemAct radar,,0.57,,,91780,,,,true,,true,,,,,,,7000,,,,,700,,1000,10,15000,1000,Aspide-1A,2,210,,,420,1,0.2,1,0.2,1,0.5,400,240,AAM
19,1,0.65,1,120mm,,0.29,,,84790,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L44,2.2,2.5,,,300,1,6.6,1,1,1,0.6,25,138,Main Gun
,5,0.6,1,Infrared,,0.57,,,90984,,true,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,Mistral,2,175,,,350,4,20,4,2,1,0.6,270,200,SAM
,2,0.15,1,40mm Frag,,0.86,,,86963,,,,,,,,,,,1225,,,1225,,52,,,52,,,,769.23,K4,2.25,40,,,80,10,10,30,1.2,1,0.1,80,80,Grenade Launcher
,,0.1,,250kg,,0.57,,,92479,,,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,Aerea 559G1,6,119,300,,200,4,5,4,0.2,1,0.1,2800,150,Napalm Bomb
6,1,0.3,,450kg,,0.57,,,91762,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,BL-755,6,225,,,250,2,5,2,0.2,1,0.3,1500,300,AT Cluster Bomb
13,1,0.5,1,100mm,,0.57,,,84495,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,D-10T,2,2.5,,,250,1,7.5,1,1,1,0.15,20,115,Main Gun
,2,0.35,1.4,73mm,,0.57,,,81862,,,,,,,,,,,1575,,,1575,,,,,,,,,2692.31,2A28 Grom,1.73,27.5,,,91.5,20,6.6,20,6.6,1,0.05,300,84,Main Gun
12,1,0.4,,82mm HEAT,,0.86,,,81879,,,HEAT,,,,,,,,1400,,,1400,,,,,,,,,769.23,B-10,2.64,2.5,,,205,1,8,1,1,1,0.05,20,328,LAW
,0.5,0.4,2,7.62mm,,0.57,,,83331,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,l.MG3,2.25,3,,,50,20,5,200,0.8,1,0.25,20,55,SAW
,6,,30,110mm,1,0.06,700,175,84598,,,,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,SF2,1.73,66,,,330,36,216,36,0.2,1,,792,266,MLRS
,3,0.65,1.4,120mm,,0.29,,,86047,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,MG151,2.2,45,,,150,1,6,1,1,1,0.65,25,138,Main Gun
,0.5,0.4,2,7.62mm,,0.57,,,86742,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,M-72AB,2.25,3,,,50,8,4,80,0.8,1,0.2,8,40,SAW
,1,0.3,1,5.45mm,,0.57,,,81359,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,AK-74,1.545,2.5,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
,1,0.4,0.4,20mm,,1.15,,,91538,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,M61A1 Vulcan,1.4,30,,,100,10,1,188,0.2,1,0.4,47,92,Autocannon
20,4,0.5,0.2,Radar,,0.29,,,88739,,true,HEAT,true,,,,,,,,,,7700,,,,,770,400,10,1500,400,RGM-84 Harpoon,2,200,,,400,6,20,6,1,1,0.4,1500,,SSM
20,4,0.4,4,Radar,,0.29,,,89612,,true,HEAT,true,,true,,,,,,,,8750,,,,,700,400,10,2000,400,RGM-84 Harpoon,2,200,,,400,1,10,1,3,1,0.4,250,,SSM
17,1,0.5,1,115mm,,0.29,,,83114,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A20,2.15,2.5,,,287.5,1,10,1,1,1,0.25,25,133,Main Gun
,1,0.45,0.6,7.62mm,,0.57,,,82724,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,QBZ-56-I,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,1,0.2,0.4,30mm,,1.15,,,92796,,,,,,,,,,,2100,1575,1750,2100,,,,,,,,,5769.23,NR-30,1.6,11.5,,,37.5,10,1,25,0.4,1,0.2,25,60,Autocannon
30,1,0.5,,Infrared,,0.57,,,93186,,true,HEAT,true,,,,,,,3325,,,3325,,700,,,700,2000,10,4000,2000,Kh-29D,2,5,,,400,2,2,2,0.4,1,0.5,1583,150,AGM
21,1,0.65,2,SALH,,0.63,,,83181,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,700,1.1,1400,700,Spike LR,2,5,,,400,1,5,1,1,1,0.05,171,150,ATGM
24,1,0.55,,Antiradar,,0.57,,,90430,,true,HEAT,true,,,true,,,,3500,,,3500,,875,,,875,1500,10,3000,1500,Kh-25MPU,2,5,,,10,1,3,1,3,1,0.55,264,150,Anti-Radar
9,1,0.5,1,88mm,,0.29,,,86568,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,D44,1.85,2.5,,,212.5,1,7.5,1,1,1,0.2,15,98,Main Gun
,5,0.6,1,Infrared,,0.57,,,88982,,true,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,Mistral,2,175,,,350,2,6,2,2,1,0.6,135,200,SAM
,1,0.3,0.4,30mm,,1.15,,,91369,,,,,,,,,,,2100,1575,2275,2100,,,,,,,,,5769.23,DEFA 553,1.6,11.5,,,37.5,10,1,25,0.4,1,0.3,25,60,Autocannon
,2,0.3,0.2,68mm,,0.57,,,90966,,,,,,,,,,,2100,,,2100,,700,,,700,,,,2307.69,SNEB,1.453333,25.5,,,85,22,5,22,0.2,2,0.2,336,157,Rocket Pod
9,1,0.45,1,105mm HEAT,,0.29,,,81543,,,HEAT,,,,,,,,2100,,,2100,,,,,,,,,3461.54,F1,2.05,2.5,,,262.5,1,6.6,1,1,1,0.05,20,121,Main Gun
7,1,,30,262mm,1,0.06,700,175,85723,true,,HEAT,,,,,,,,49000,,,49000,,9800,,,9800,,,,1057.69,M-87 Orkan,2.75,225,,,225,12,144,12,2,1,,1224,514,MLRS
12,1,0.55,1,105mm,,0.29,,,81491,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,MECA L/48,2.05,2.5,,,262.5,1,6.6,1,1,1,0.05,20,121,Main Gun
,,,4,120mm,,0.06,175,175,89035,,,,,,,,true,,,7700,,,7700,,770,,,770,,,,826.92,T64,1.8,60,,150,180,6,4,6,4,1,,120,,Mortar
15,1,0.6,1,105mm,,0.29,,,85596,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,M68A1,2.05,2.5,,,262.5,1,6,1,1,1,0.4,20,121,Main Gun
,0.5,0.5,2,5.56mm,,0.57,,,88894,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Stoner 63,2.25,2.5,,,50,20,5,200,0.8,1,0.3,20,40,SAW
,,,10,105mm,,0.06,280,280,83393,,,,,,,,true,,,17500,,,17500,,1750,,,1750,,,,1057.69,L13A1,1.7,105,,125,210,8,15,8,7.5,1,,197,,Howitzer
,4,0.5,1.4,125mm,,0.29,,,84517,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,2A46,2.25,47,,,156.5,28,8.5,28,8.5,1,0.35,700,144,Main Gun
,3,0.6,1.4,105mm,,0.29,,,84034,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,Rh-105-11,2.05,39.5,,,131.5,1,7.5,1,1,1,0.35,20,121,Main Gun
,10,,35,203mm,,0.06,140,140,84426,,,,,,,,,,,24850,,,24850,,2485,,,2485,,,,1057.69,M201A1,2.35,203,,,406,2,30,2,15,1,,227,467,Howitzer
,4,0.55,1,Infrared,,0.57,,,83243,,true,,true,,,,,,,,2450,1960,,,,,,,2000,10,9000,2000,Igla,2,140,,,280,1,6,1,6,1,0.55,50,160,SAM
,3,0.5,1.4,105mm,,0.29,,,81456,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,FL15,2.05,39.5,,,131.5,12,20,12,3,1,0.05,180,121,Main Gun
,0.5,0.2,2,7.62mm,,0.57,,,83144,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,MG3,2.25,3,,,50,20,5,200,0.8,1,0.05,20,55,LMG
10,1,0.5,1,105mm HEAT,,0.29,,,82910,,,HEAT,,,,,,,,2100,,,2100,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,4,12,4,4,1,0.35,80,121,Main Gun
16,1,0.55,1,105mm,,0.29,,,88709,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,T83,2.05,2.5,,,262.5,1,7.5,1,1,1,0.4,20,121,Main Gun
,8,0.4,0.2,Infrared,,0.57,,,93140,,true,,true,,,,,,,,,5600,,,,,700,,2000,10,12500,2000,R-40T Vympel,2,280,,,560,1,2,1,2,1,0.4,400,320,AAM
15,1,0.65,1,105mm,,0.29,,,85298,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,M68A1,2.05,2.5,,,262.5,1,6.6,1,1,1,0.5,20,121,Main Gun
,0.75,0.15,1,12.7mm,,0.57,,,81998,,,,,,,,,,,1050,875,,1050,,,,,,,,,3461.54,NSV,1.254,5,,,16,10,2,100,0.8,1,0.05,20,90,MMG
1,1,0.95,2,12.7mm,,0.57,,,82670,,,KE,,,,,,,,1575,,,1575,,87,,,87,,,,3461.54,C15 LRSW,2.25,2.5,,,16,1,4,1,4,1,0.2,12,90,Sniper Rifle
,,,5,155mm,,0.06,175,175,83620,,,,,,,,true,,,39900,,,39900,,3990,,,3990,,,,1057.69,G-6,2.03,155,,175,310,6,15,6,8.5,1,,630,,Howitzer
,1,0.3,1,5.56mm,,0.57,,,83852,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,AR 70/90,1.556,2.5,,,10,4,6,40,3,1,0.2,4,40,Assault Rifles
,4,0.45,0.2,Infrared,,0.57,,,91678,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,12500,2000,V3B Kukri,2,140,,,280,1,2,1,2,1,0.45,400,160,AAM
,1,0.25,1,30mm,,0.11,,,86455,,,,,,,,,,,1050,2625,1750,1050,,,,,,,,,3461.54,PLDvK vz. 53/59,5.2,11.5,,,72.5,11,5,100,0.6,1,0.05,100,120,Twin Autocannon
,3,0.65,1.4,120mm,,0.29,,,86294,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,OTO Breda 120mm L/44,2.2,45,,,150,1,6.6,1,1,1,0.55,25,138,Main Gun
20,1,0.5,1,125mm,,0.29,,,88116,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,24,7.5,24,7.5,1,0.4,600,144,Main Gun
,9,0.5,0.2,Radar,,0.57,,,85634,,,,true,,,,,,,,2625,4200,,,,525,,,1250,10,15000,1250,HEOS I-HAWK,2,315,,,630,3,25,3,1,1,0.5,526,360,SAM
15,1,0.45,1,105mm,,0.29,,,84844,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,1,6,1,1,1,0.35,20,121,Main Gun
14,1,0.3,1,90mm HEAT,,0.57,,,86788,,,HEAT,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Pvpj 1110 m/84,1.9,2.5,,,225,1,8,1,1,1,0.05,20,104,Recoilless Rifle
,9,,35,175mm,,0.06,210,210,87184,,,,,,,,,,,49700,,,49700,,3500,,,3500,,,,1057.69,M113A1,2.17,175,,,350,2,30,2,15,1,,127,380,Howitzer
19,1,0.6,,84mm HEAT,,0.86,,,81345,,,HEAT,,,,,,,,700,,,700,,,,,,,,,769.23,LRAC F1,2.68,2.5,,,210,1,6,1,1,1,0.05,20,336,LAW
,0.75,0.3,2,Napalm,,0.57,,,87785,,,,,true,,,,,,350,,,350,,,,,,,,,423.08,Eldspruta m/41,4,25,50,,250,8,2,8,1,1,0.1,100,45,Flamethrower
,2,0.4,1,82mm,,0.86,,,86387,,,,,,,,,,,1225,,,1225,,,,,,,,,2692.31,BsT M-60A,1.82,31,,,102.5,2,8,2,1,1,0.2,20,95,Recoilless Rifle
6,1,0.35,1,75mm,,0.57,,,81521,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,SA.50,1.75,2.5,,,187.5,12,20,12,3,1,0.05,120,87,Main Gun
2,1,0.15,1,20mm,,0.57,,,82966,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,HS.404,1.4,7.5,,,25,2,0.8,15,0.4,1,0.1,15,40,Autocannon
,3,0.3,1.4,100mm,,0.57,,,82925,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,D-10T,2,37.5,,,125,1,7.5,1,1,1,0.1,20,115,Main Gun
,1,0.3,1.4,7.62mm,,0.57,,,86058,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,FAL,1.762,3,,,10,3,12,30,6,1,0.05,3,50,Battle Rifle
30,1,0.6,,TV guidance,,0.57,,,93425,,true,HEAT,true,,,,,,,3325,,,3325,,700,,,700,2000,10,4000,2000,GROM-B,2,5,,,400,2,2,2,0.4,1,0.6,1900,150,AGM
2,1,0.25,1,25mm,,0.57,,,85157,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,KBA 25,1.5,9.5,,,31.5,2,1,15,0.6,1,0.1,15,50,Autocannon
,1,0.6,0.6,5.56mm,,0.57,,,86694,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Vektor R2,1.556,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
16,1,0.15,1,155mm,,0.29,,,85031,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,M284,2.55,2.5,,,387.5,1,10,1,1,1,0.05,30,179,Main Gun
,1,0.55,0.2,20mm Radar,,0.11,,,85917,,,,,,true,,,,,1050,2800,2625,1050,,,,,,,,,3461.54,M168 Vulcan,5.6,15,,,65,165,15,1100,0.4,1,0.35,1100,92,Gatling Gun
,3,0.5,1.4,100mm,,0.57,,,81251,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,2A15 Norov,2,37.5,,,125,22,5,22,5,1,0.25,440,115,Main Gun
,1,0.15,1,40mm,,0.29,,,89563,,,,,,,,,,,2100,2100,1400,2100,,,,,,,,,2692.31,Bofor L/60,1.4,27.5,,,91.5,5,2,5,0.6,1,0.15,25,84,Naval Auto-cannon
,8,,30,240mm,1,0.06,700,175,82093,,,,,,,,,,,12250,,,12250,,2450,,,2450,,,,1057.69,MD24-F,2.6,144,,,420,12,120,12,0.6,1,,276,312,MLRS
,1,0.3,1,5.56mm,,0.57,,,84206,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,L85,1.556,2.5,,,10,4,6,40,3,1,0.2,4,40,Assault Rifles
,1,0.3,1.4,7.62mm,,0.57,,,88351,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,L1A1 SLR,1.762,3,,,10,3,12,30,6,1,0.05,3,50,Battle Rifle
,2,0.2,0.4,70mm,,0.57,,,92788,,,,,,,,,,,,1575,2100,,,,,,,,,,2307.69,FFAR,1.466667,26.5,,,87.5,24,4,24,0.2,2,0.2,200,161,Rocket Pod
,4,0.5,1.4,125mm,,0.29,,,88127,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46,2.25,47,,,156.5,28,7.5,28,7.5,1,0.35,700,144,Main Gun
,1,0.25,1,25mm,,0.57,,,85158,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,KBA 25,1.5,9.5,,,31.5,2,1,15,0.6,1,0.1,15,50,Autocannon
12,1,0.35,1,73mm HEAT,,0.57,,,81939,,,HEAT,,,,,,,,1575,,,1575,,,,,,,,,3461.54,2A28 Grom,1.73,2.5,,,182.5,40,6.6,40,6.6,1,0.05,600,84,Main Gun
,3,0.3,,Infrared,,0.57,,,89758,,true,,true,,,,,,,,2100,2100,,,,,,,2000,10,15000,2000,Strela-2M,2,105,,,210,4,6,4,0.4,1,0.3,72,120,Naval SAM
,,,30,127mm,1,0.06,420,105,89068,,,,,,,,true,,,24500,,,24500,,4900,,,4900,,,,1057.69,FV2,1.85,77,,150,381,24,144,24,0.6,1,,480,,MLRS
,3,0.6,1.4,100mm,,0.57,,,88002,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,D-10T,2,37.5,,,125,1,7.5,1,1,1,0.15,20,115,Main Gun
20,1,0.6,2,SACLOS,,0.97,,,81705,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,I-TOW,2,5,,,400,1,5,1,1,1,0.4,150,150,ATGM
,3,0.6,1,105mm,,0.29,,,89303,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,T83,2.05,39.5,,,131.5,1,6.6,1,1,1,0.45,20,121,Main Gun
,2,0.3,1,Napalm,,0.57,,,83580,,,,,true,,,,,,1050,,,1050,,,,,,,,,423.08,ATO-200,3,100,250,,200,20,4,20,1,1,0.2,200,100,Flamethrower
,1,0.3,1.4,9mm PB,,0.57,,,83753,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Hovea m/49,1.9,3.5,,,10,3,6,30,3,1,0.15,3,30,SMG
,4,0.35,0.2,Infrared,,0.57,,,92236,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,9000,2000,AIM-9F,2,140,,,280,1,2,1,2,1,0.35,400,160,AAM
,3,0.3,1.4,120mm,,0.57,,,84226,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,L6 WOMBAT,2.2,45,,,150,1,8,1,1,1,0.05,20,138,Recoilless Rifle
,2,0.3,0.2,68mm,,0.57,,,90117,,,,,,,,,,,2100,,,2100,,700,,,700,,,,2307.69,SNEB,1.453333,25.5,,,85,36,4,36,0.2,4,0.2,550,157,Rocket Pod
,1,0.4,1,9mm PB,,0.57,,,83860,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,MAB 38/49,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
15,1,0.55,1,105mm,,0.29,,,88654,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,T83,2.05,2.5,,,262.5,1,6.6,1,1,1,0.3,20,121,Main Gun
,1,0.45,0.2,7.62mm,,0.57,,,82699,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Type 85 SMG,1,3,,,10,8,2,80,1,1,0.45,8,40,SMG
,4,0.65,1.4,125mm,,0.29,,,85698,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M,2.25,47,,,156.5,24,7.5,24,7.5,1,0.6,600,144,Main Gun
23,1,0.65,1,120mm,,0.29,,,86046,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,MG151,2.2,2.5,,,300,1,6,1,1,1,0.65,25,138,Main Gun
2,1,0.25,1,20mm,,0.57,,,90099,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,GA-1,1.4,7.5,,,25,2,0.8,15,0.4,1,0.15,15,40,Autocannon
,0.5,0.3,2,7.62mm,,0.57,,,83781,,,,,,,,,,,770,595,,770,,87,,,87,,,,3461.54,FALO,2.25,3,,,50,3,2,30,1,1,0.1,3,55,LMG
,4,0.65,1.4,120mm,,0.29,,,83032,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L11A5,2.2,45,,,150,1,8.5,1,1,1,0.5,25,138,Main Gun
,1,0.2,1,9mm PB,,0.57,,,83666,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,C1 SMG,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
,1,0.3,1.4,7.62mm,,0.57,,,82547,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,H&K G3,1.762,3,,,10,3,12,30,6,1,0.05,3,50,Battle Rifle
,10,,35,203mm,,0.06,175,175,84308,,,,,,,,,,,16800,,,16800,,1680,,,1680,,,,1057.69,M201A,2.35,203,,,406,2,30,2,15,1,,177,467,Howitzer
2,1,0.95,2,20mm,,0.57,,,87331,,,KE,,,,,,,,1750,,,1750,,87,,,87,,,,3461.54,NTW-20,3.5,2.5,,,25,1,4,1,4,1,0.2,12,40,Sniper Rifle
,1,0.2,1,9mm PB,,0.57,,,83859,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,MAB 38/49,1.9,3.5,,,10,4,4,40,2,1,0.2,4,30,SMG
1,1,0.15,1,14.5mm,,0.57,,,86325,,,KE,,,,,,,,1400,,,1400,,,,,,,,,3461.54,KPVT,1.29,5.5,,,18.5,6,3,40,0.8,1,0.05,20,40,HMG
,1,0.6,1,25mm,,0.57,,,81741,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,Bushmaster,1.5,9.5,,,31.5,2,1.7,15,1.3,1,0.3,15,50,Autocannon
,1,0.15,1,23mm,,0.11,,,82382,,,,,,,,,,,1050,2450,1750,1050,,,,,,,,,3461.54,ZU-23-2,4.92,9,,,67.5,10,10,100,0.3,1,0.05,100,92,Twin Autocannon
,4,0.5,0.2,Infrared,,0.57,,,92816,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,12500,2000,R-60M Molniya,2,140,,,280,1,2,1,2,1,0.5,400,160,AAM
,3,,4,81mm,,0.06,105,105,82604,,,,,,,,,,,4900,,,4900,,490,,,490,,,,692.31,L16A2,1.54,40.5,,,121.5,5,8,5,2,1,,120,187,Mortar
20,1,0.45,2,SACLOS,,1.15,,,81945,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,2.3,750,500,Konkurs,2,5,,,400,1,5,1,1,1,0.2,113,150,ATGM
,7,,10,152mm,,0.06,140,140,86421,,,,,,,,,,,32200,,,32200,,3220,,,3220,,,,1057.69,ShKH-77,2.01,152,,,304,10,30,10,6.5,1,,842,350,Howitzer
23,1,0.5,2,SACLOS,,1.15,,,81968,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,2.3,750,500,Konkurs-M,2,5,,,400,1,5,1,1,1,0.25,144,150,ATGM
,1,0.4,1,7.62mm,,0.57,,,83582,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,H&K G3A2,1.762,3,,,10,4,8,40,4,1,0.1,4,50,Battle Rifle
,3,0.5,1.4,105mm,,0.29,,,88533,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,PLA 105,2.05,39.5,,,131.5,1,7.5,1,1,1,0.35,20,121,Main Gun
,1,0.25,1,23mm,,0.11,,,87687,,,,,,,,,,,1050,2625,1750,1050,,,,,,,,,3461.54,ZU-23-2,4.92,9,,,67.5,10,10,100,0.3,1,0.15,100,92,Twin Autocannon
,1,,20,122mm,1,0.06,700,175,86807,,,,,true,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,M-21OF,1.81,73,150,,365,20,80,20,0.2,1,,800,,MLRS
2,1,0.25,1,25mm,,0.57,,,89124,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,ZPT 90,1.5,9.5,,,31.5,2,1.2,15,0.8,1,0.1,15,50,Autocannon
